LANGUAGE,English,French,Italian,Spanish,German,Comment,,,,,
STRC_01,,

STRCN_00,Training,Training,Training,Training,Training, Name of the mission
STRM_Rreinf,"FOXTROT BLACK TO PAPA BEAR. SEND IN THE REINFORCEMENTS. OVER.",foxtrot
STRM_Rlzclear,"PAPA BEAR THIS IS FOXTROT. LZ IS CLEAR. I REPEAT, LZ IS CLEAR.",foxtrot

STRM_Rclosingbeach,"CLOSING THE INSERTION POINT. OK GUYS, GET READY. OVER.",boat
STRM_Rinserted,"PAPA BEAR THIS IS ALPHA BLACK. TROOPS INSERTED. RETURNING TO BASE. OVER.",boat

STRM_Rfewmins,"GOLF BLACK TO FOXTROT BLACK. WE ARE ONLY FEW MOMENTS AWAY. HANG IN THERE. OVER.",tanks

STRM_Rsendchop,"COPY THAT FOXTROT. CALL IN THE BLACKHAWKS. OVER.",hq
STRM_Rarmor,"THIS IS PAPA BEAR. ARMOR MOVEMENT DETECTED ENROUTE TO LA RIVIERE. M1A1 PLATOON IS ENROUTE TO SUPPORT YOUR. OVER.",hq
